    50    0.14093E+04    0.11766E+00    0.81835E-03    0.55695E+00
    51    0.14291E+04    0.12523E+00    0.85151E-03    0.36837E+00
    52    0.14492E+04    0.13308E+00    0.88534E-03    0.16623E+00
    53    0.14693E+04    0.14123E+00    0.91983E-03   -0.49335E-01
    54    0.14895E+04    0.14968E+00    0.95499E-03   -0.27763E+00
    55    0.15098E+04    0.15841E+00    0.99079E-03   -0.51808E+00
    56    0.15304E+04    0.16745E+00    0.10273E-02   -0.77118E+00
    57    0.15514E+04    0.17678E+00    0.10644E-02   -0.10376E+01
    58    0.15725E+04    0.18641E+00    0.11022E-02   -0.13158E+01
    59    0.15938E+04    0.19634E+00    0.11407E-02   -0.16040E+01
    60    0.16151E+04    0.20655E+00    0.11798E-02   -0.19031E+01
    61    0.16367E+04    0.21703E+00    0.12195E-02   -0.22146E+01
    62    0.16586E+04    0.22779E+00    0.12600E-02   -0.25399E+01
    63    0.16807E+04    0.23879E+00    0.13011E-02   -0.28789E+01
    64    0.17030E+04    0.25004E+00    0.13428E-02   -0.32314E+01
    65    0.17254E+04    0.26154E+00    0.13852E-02   -0.35974E+01
    66    0.17480E+04    0.27327E+00    0.14283E-02   -0.39769E+01
    67    0.17709E+04    0.28524E+00    0.14720E-02   -0.43704E+01
    68    0.17940E+04    0.29747E+00    0.15164E-02   -0.47778E+01
    69    0.18174E+04    0.30992E+00    0.15615E-02   -0.51981E+01
    70    0.18411E+04    0.32261E+00    0.16072E-02   -0.56299E+01
    71    0.18651E+04    0.33551E+00    0.16535E-02   -0.60726E+01
    72    0.18894E+04    0.34864E+00    0.17006E-02   -0.65264E+01
    73    0.19139E+04    0.36199E+00    0.17482E-02   -0.69916E+01
    74    0.19387E+04    0.37555E+00    0.17966E-02   -0.74674E+01
    75    0.19637E+04    0.38930E+00    0.18456E-02   -0.79539E+01
    76    0.19887E+04    0.40323E+00    0.18953E-02   -0.84499E+01
    77    0.20136E+04    0.41731E+00    0.19456E-02   -0.89540E+01
    78    0.20386E+04    0.43156E+00    0.19966E-02   -0.94687E+01
    79    0.20638E+04    0.44595E+00    0.20482E-02   -0.99927E+01
    80    0.20892E+04    0.46047E+00    0.21006E-02   -0.10527E+02
    81    0.21151E+04    0.47510E+00    0.21536E-02   -0.11072E+02
    82    0.21413E+04    0.48986E+00    0.22072E-02   -0.11628E+02
    83    0.21679E+04    0.50470E+00    0.22616E-02   -0.12194E+02
    84    0.21949E+04    0.51964E+00    0.23166E-02   -0.12769E+02
    85    0.22220E+04    0.53465E+00    0.23723E-02   -0.13351E+02
    86    0.22495E+04    0.54972E+00    0.24286E-02   -0.13941E+02
    87    0.22772E+04    0.56484E+00    0.24857E-02   -0.14537E+02
    88    0.23050E+04    0.58000E+00    0.25434E-02   -0.15138E+02
    89    0.23331E+04    0.59518E+00    0.26018E-02   -0.15746E+02
    90    0.23613E+04    0.61038E+00    0.26609E-02   -0.16358E+02
    91    0.23897E+04    0.62556E+00    0.27207E-02   -0.16976E+02
    92    0.24184E+04    0.64074E+00    0.27812E-02   -0.17598E+02
    93    0.24472E+04    0.65588E+00    0.28424E-02   -0.18224E+02
    94    0.24762E+04    0.67098E+00    0.29043E-02   -0.18855E+02
    95    0.25055E+04    0.68602E+00    0.29668E-02   -0.19488E+02
    96    0.25348E+04    0.70099E+00    0.30301E-02   -0.20127E+02
    97    0.25645E+04    0.71588E+00    0.30941E-02   -0.20767E+02
    98    0.25944E+04    0.73066E+00    0.31589E-02   -0.21410E+02
    99    0.26244E+04    0.74533E+00    0.32243E-02   -0.22056E+02
   100    0.26548E+04    0.75987E+00    0.32905E-02   -0.22701E+02
   101    0.26853E+04    0.77431E+00    0.33574E-02   -0.23349E+02
   102    0.27160E+04    0.78853E+00    0.34250E-02   -0.23996E+02
   103    0.27469E+04    0.80261E+00    0.34934E-02   -0.24643E+02
   104    0.27780E+04    0.81647E+00    0.35625E-02   -0.25289E+02
   105    0.28093E+04    0.83019E+00    0.36324E-02   -0.25934E+02
   106    0.28408E+04    0.84369E+00    0.37030E-02   -0.26577E+02
   107    0.28724E+04    0.85689E+00    0.37743E-02   -0.27217E+02
   108    0.29043E+04    0.86996E+00    0.38465E-02   -0.27855E+02
   109    0.29363E+04    0.88272E+00    0.39194E-02   -0.28488E+02
   110    0.29684E+04    0.89520E+00    0.39931E-02   -0.29117E+02
   111    0.30007E+04    0.90745E+00    0.40675E-02   -0.29742E+02
   112    0.30331E+04    0.91934E+00    0.41428E-02   -0.30361E+02
   113    0.30657E+04    0.93100E+00    0.42188E-02   -0.30975E+02
   114    0.30983E+04    0.94230E+00    0.42956E-02   -0.31583E+02
   115    0.31312E+04    0.95330E+00    0.43733E-02   -0.32184E+02
   116    0.31640E+04    0.96393E+00    0.44517E-02   -0.32777E+02
   117    0.31970E+04    0.97419E+00    0.45310E-02   -0.33363E+02
   118    0.32302E+04    0.98415E+00    0.46111E-02   -0.33941E+02
   119    0.32634E+04    0.99374E+00    0.46920E-02   -0.34509E+02
   120    0.32968E+04    0.10029E+01    0.47737E-02   -0.35069E+02
   121    0.33301E+04    0.10117E+01    0.48563E-02   -0.35618E+02
   122    0.33636E+04    0.10201E+01    0.49397E-02   -0.36157E+02
   123    0.33971E+04    0.10281E+01    0.50240E-02   -0.36685E+02
   124    0.34308E+04    0.10357E+01    0.51092E-02   -0.37201E+02
   125    0.34645E+04    0.10428E+01    0.51952E-02   -0.37705E+02
   126    0.34982E+04    0.10496E+01    0.52821E-02   -0.38197E+02
   127    0.35320E+04    0.10558E+01    0.53699E-02   -0.38676E+02
   128    0.35658E+04    0.10617E+01    0.54585E-02   -0.39141E+02
   129    0.35997E+04    0.10670E+01    0.55481E-02   -0.39592E+02
   130    0.36335E+04    0.10719E+01    0.56385E-02   -0.40028E+02
   131    0.36674E+04    0.10763E+01    0.57299E-02   -0.40449E+02
   132    0.37013E+04    0.10803E+01    0.58221E-02   -0.40855E+02
   133    0.37351E+04    0.10839E+01    0.59153E-02   -0.41245E+02
   134    0.37690E+04    0.10869E+01    0.60094E-02   -0.41618E+02
   135    0.38029E+04    0.10894E+01    0.61045E-02   -0.41974E+02
   136    0.38367E+04    0.10915E+01    0.62004E-02   -0.42311E+02
   137    0.38704E+04    0.10931E+01    0.62973E-02   -0.42632E+02
   138    0.39041E+04    0.10942E+01    0.63952E-02   -0.42933E+02
   139    0.39376E+04    0.10949E+01    0.64940E-02   -0.43216E+02
   140    0.39711E+04    0.10950E+01    0.65938E-02   -0.43478E+02
   141    0.40045E+04    0.10946E+01    0.66945E-02   -0.43721E+02
   142    0.40378E+04    0.10939E+01    0.67962E-02   -0.43944E+02
   143    0.40710E+04    0.10926E+01    0.68989E-02   -0.44146E+02
   144    0.41040E+04    0.10909E+01    0.70026E-02   -0.44327E+02
   145    0.41369E+04    0.10887E+01    0.71072E-02   -0.44486E+02
   146    0.41696E+04    0.10860E+01    0.72129E-02   -0.44623E+02
   147    0.42021E+04    0.10829E+01    0.73195E-02   -0.44738E+02
   148    0.42345E+04    0.10794E+01    0.74271E-02   -0.44830E+02
   149    0.42666E+04    0.10754E+01    0.75358E-02   -0.44899E+02
   150    0.42986E+04    0.10710E+01    0.76454E-02   -0.44945E+02
   151    0.43304E+04    0.10661E+01    0.77560E-02   -0.44967E+02
   152    0.43618E+04    0.10608E+01    0.78677E-02   -0.44966E+02
   153    0.43932E+04    0.10552E+01    0.79804E-02   -0.44940E+02
   154    0.44243E+04    0.10491E+01    0.80941E-02   -0.44889E+02
   155    0.44552E+04    0.10426E+01    0.82088E-02   -0.44815E+02
   156    0.44858E+04    0.10358E+01    0.83246E-02   -0.44716E+02
   157    0.45163E+04    0.10286E+01    0.84414E-02   -0.44592E+02
   158    0.45465E+04    0.10211E+01    0.85592E-02   -0.44443E+02
   159    0.45766E+04    0.10133E+01    0.86781E-02   -0.44269E+02
   160    0.46064E+04    0.10050E+01    0.87979E-02   -0.44070E+02
   161    0.46359E+04    0.99655E+00    0.89189E-02   -0.43845E+02
   162    0.46652E+04    0.98776E+00    0.90408E-02   -0.43595E+02
   163    0.46943E+04    0.97874E+00    0.91638E-02   -0.43318E+02
   164    0.47231E+04    0.96941E+00    0.92879E-02   -0.43015E+02
   165    0.47516E+04    0.95991E+00    0.94129E-02   -0.42686E+02
   166    0.47797E+04    0.95018E+00    0.95391E-02   -0.42330E+02
   167    0.48076E+04    0.94020E+00    0.96662E-02   -0.41949E+02
   168    0.48351E+04    0.93014E+00    0.97944E-02   -0.41540E+02
   169    0.48623E+04    0.91984E+00    0.99236E-02   -0.41104E+02
   170    0.48891E+04    0.90952E+00    0.10054E-01   -0.40642E+02
   171    0.49156E+04    0.89903E+00    0.10185E-01   -0.40153E+02
   172    0.49416E+04    0.88845E+00    0.10318E-01   -0.39636E+02
   173    0.49673E+04    0.87778E+00    0.10451E-01   -0.39093E+02
   174    0.49926E+04    0.86717E+00    0.10585E-01   -0.38523E+02
   175    0.50175E+04    0.85653E+00    0.10721E-01   -0.37925E+02
   176    0.50419E+04    0.84588E+00    0.10857E-01   -0.37300E+02
   177    0.50659E+04    0.83529E+00    0.10995E-01   -0.36649E+02
   178    0.50894E+04    0.82482E+00    0.11133E-01   -0.35970E+02
   179    0.51125E+04    0.81440E+00    0.11273E-01   -0.35264E+02
   180    0.51351E+04    0.80412E+00    0.11413E-01   -0.34531E+02
   181    0.51572E+04    0.79403E+00    0.11554E-01   -0.33772E+02
   182    0.51789E+04    0.78415E+00    0.11697E-01   -0.32985E+02
   183    0.52001E+04    0.77443E+00    0.11840E-01   -0.32173E+02
   184    0.52208E+04    0.76500E+00    0.11985E-01   -0.31334E+02
   185    0.52410E+04    0.75586E+00    0.12130E-01   -0.30469E+02
   186    0.52607E+04    0.74702E+00    0.12277E-01   -0.29578E+02
   187    0.52799E+04    0.73853E+00    0.12424E-01   -0.28661E+02
   188    0.52986E+04    0.73042E+00    0.12572E-01   -0.27719E+02
   189    0.53168E+04    0.72273E+00    0.12721E-01   -0.26752E+02
   190    0.53345E+04    0.71548E+00    0.12872E-01   -0.25760E+02
   191    0.53516E+04    0.70871E+00    0.13023E-01   -0.24743E+02
   192    0.53682E+04    0.70244E+00    0.13175E-01   -0.23701E+02
   193    0.53843E+04    0.69672E+00    0.13328E-01   -0.22636E+02
   194    0.53999E+04    0.69159E+00    0.13481E-01   -0.21546E+02
   195    0.54149E+04    0.68706E+00    0.13636E-01   -0.20433E+02
   196    0.54294E+04    0.68318E+00    0.13792E-01   -0.19297E+02
   197    0.54434E+04    0.67998E+00    0.13948E-01   -0.18139E+02
   198    0.54568E+04    0.67751E+00    0.14105E-01   -0.16958E+02
   199    0.54698E+04    0.67579E+00    0.14263E-01   -0.15754E+02
   200    0.54821E+04    0.67485E+00    0.14422E-01   -0.14530E+02
   201    0.54939E+04    0.67474E+00    0.14582E-01   -0.13284E+02
   202    0.55051E+04    0.67550E+00    0.14743E-01   -0.12017E+02
   203    0.55157E+04    0.67715E+00    0.14904E-01   -0.10729E+02
   204    0.55258E+04    0.67973E+00    0.15066E-01   -0.94216E+01
   205    0.55352E+04    0.68328E+00    0.15229E-01   -0.80946E+01
   206    0.55441E+04    0.68784E+00    0.15393E-01   -0.67482E+01
   207    0.55523E+04    0.69343E+00    0.15557E-01   -0.53831E+01
   208    0.55599E+04    0.70011E+00    0.15722E-01   -0.39997E+01
   209    0.55668E+04    0.70789E+00    0.15888E-01   -0.25985E+01
   210    0.55733E+04    0.71683E+00    0.16054E-01   -0.11800E+01
   211    0.55790E+04    0.72694E+00    0.16222E-01    0.25514E+00
   212    0.55842E+04    0.73829E+00    0.16389E-01    0.17064E+01
   213    0.55888E+04    0.75088E+00    0.16558E-01    0.31733E+01
   214    0.55927E+04    0.76474E+00    0.16727E-01    0.46553E+01
   215    0.55960E+04    0.78000E+00    0.16897E-01    0.61513E+01
   216    0.55988E+04    0.79656E+00    0.17067E-01    0.76618E+01
   217    0.56010E+04    0.81449E+00    0.17238E-01    0.91855E+01
   218    0.56025E+04    0.83387E+00    0.17409E-01    0.10722E+02
   219    0.56035E+04    0.85471E+00    0.17581E-01    0.12271E+02
   220    0.56038E+04    0.87706E+00    0.17754E-01    0.13830E+02
   221    0.56035E+04    0.90093E+00    0.17927E-01    0.15401E+02
   222    0.56026E+04    0.92633E+00    0.18100E-01    0.16983E+02
   223    0.56010E+04    0.95340E+00    0.18274E-01    0.18573E+02
   224    0.55989E+04    0.98198E+00    0.18448E-01    0.20173E+02
   225    0.55961E+04    0.10123E+01    0.18623E-01    0.21782E+02
   226    0.55927E+04    0.10442E+01    0.18798E-01    0.23397E+02
   227    0.55887E+04    0.10780E+01    0.18974E-01    0.25021E+02
   228    0.55842E+04    0.11134E+01    0.19150E-01    0.26650E+02
   229    0.55790E+04    0.11506E+01    0.19326E-01    0.28284E+02
   230    0.55732E+04    0.11895E+01    0.19503E-01    0.29925E+02
   231    0.55668E+04    0.12303E+01    0.19680E-01    0.31569E+02
   232    0.55598E+04    0.12730E+01    0.19857E-01    0.33217E+02
   233    0.55523E+04    0.13175E+01    0.20035E-01    0.34868E+02
   234    0.55440E+04    0.13640E+01    0.20212E-01    0.36521E+02
   235    0.55353E+04    0.14124E+01    0.20390E-01    0.38176E+02
   236    0.55259E+04    0.14627E+01    0.20569E-01    0.39831E+02
   237    0.55160E+04    0.15150E+01    0.20747E-01    0.41487E+02
   238    0.55055E+04    0.15693E+01    0.20925E-01    0.43142E+02
   239    0.54944E+04    0.16256E+01    0.21104E-01    0.44796E+02
   240    0.54827E+04    0.16839E+01    0.21283E-01    0.46447E+02
   241    0.54705E+04    0.17442E+01    0.21462E-01    0.48097E+02
   242    0.54577E+04    0.18067E+01    0.21641E-01    0.49742E+02
   243    0.54443E+04    0.18713E+01    0.21820E-01    0.51383E+02
   244    0.54304E+04    0.19379E+01    0.21999E-01    0.53020E+02
   245    0.54159E+04    0.20067E+01    0.22178E-01    0.54651E+02
   246    0.54009E+04    0.20776E+01    0.22358E-01    0.56275E+02
   247    0.53853E+04    0.21507E+01    0.22537E-01    0.57893E+02
   248    0.53692E+04    0.22259E+01    0.22716E-01    0.59503E+02
   249    0.53526E+04    0.23033E+01    0.22895E-01    0.61104E+02
   250    0.53355E+04    0.23829E+01    0.23074E-01    0.62696E+02
   251    0.53178E+04    0.24646E+01    0.23253E-01    0.64279E+02
   252    0.52996E+04    0.25486E+01    0.23432E-01    0.65851E+02
   253    0.52810E+04    0.26348E+01    0.23610E-01    0.67411E+02
   254    0.52618E+04    0.27232E+01    0.23789E-01    0.68959E+02
   255    0.52421E+04    0.28137E+01    0.23967E-01    0.70494E+02
   256    0.52218E+04    0.29066E+01    0.24145E-01    0.72018E+02
   257    0.52012E+04    0.30015E+01    0.24323E-01    0.73523E+02
   258    0.51800E+04    0.30988E+01    0.24501E-01    0.75014E+02
   259    0.51583E+04    0.31982E+01    0.24678E-01    0.76490E+02
   260    0.51362E+04    0.32999E+01    0.24855E-01    0.77951E+02
   261    0.51137E+04    0.34038E+01    0.25032E-01    0.79391E+02
   262    0.50907E+04    0.35099E+01    0.25209E-01    0.80816E+02
   263    0.50673E+04    0.36182E+01    0.25385E-01    0.82226E+02
   264    0.50435E+04    0.37287E+01    0.25561E-01    0.83615E+02
   265    0.50193E+04    0.38414E+01    0.25737E-01    0.84982E+02
   266    0.49947E+04    0.39563E+01    0.25912E-01    0.86334E+02
   267    0.49696E+04    0.40733E+01    0.26087E-01    0.87657E+02
   268    0.49442E+04    0.41925E+01    0.26261E-01    0.88965E+02
   269    0.49184E+04    0.43138E+01    0.26435E-01    0.90251E+02
   270    0.48922E+04    0.44373E+01    0.26608E-01    0.91515E+02
   271    0.48656E+04    0.45628E+01    0.26781E-01    0.92751E+02
   272    0.48388E+04    0.46906E+01    0.26954E-01    0.93964E+02
   273    0.48115E+04    0.48203E+01    0.27126E-01    0.95155E+02
   274    0.47839E+04    0.49521E+01    0.27298E-01    0.96317E+02
   275    0.47559E+04    0.50859E+01    0.27469E-01    0.97456E+02
   276    0.47277E+04    0.52217E+01    0.27639E-01    0.98567E+02
   277    0.46991E+04    0.53596E+01    0.27809E-01    0.99656E+02
   278    0.46702E+04    0.54994E+01    0.27979E-01    0.10071E+03
   279    0.46411E+04    0.56412E+01    0.28148E-01    0.10174E+03
   280    0.46116E+04    0.57848E+01    0.28316E-01    0.10275E+03
   281    0.45819E+04    0.59303E+01    0.28484E-01    0.10372E+03
   282    0.45519E+04    0.60777E+01    0.28651E-01    0.10466E+03
   283    0.45217E+04    0.62269E+01    0.28818E-01    0.10557E+03
   284    0.44912E+04    0.63778E+01    0.28983E-01    0.10646E+03
   285    0.44605E+04    0.65306E+01    0.29149E-01    0.10731E+03
   286    0.44296E+04    0.66850E+01    0.29313E-01    0.10813E+03
   287    0.43984E+04    0.68412E+01    0.29477E-01    0.10892E+03
   288    0.43671E+04    0.69990E+01    0.29641E-01    0.10968E+03
   289    0.43356E+04    0.71584E+01    0.29803E-01    0.11041E+03
   290    0.43039E+04    0.73192E+01    0.29965E-01    0.11110E+03
   291    0.42720E+04    0.74821E+01    0.30126E-01    0.11176E+03
   292    0.42399E+04    0.76458E+01    0.30287E-01    0.11238E+03
   293    0.42078E+04    0.78110E+01    0.30447E-01    0.11298E+03
   294    0.41754E+04    0.79782E+01    0.30606E-01    0.11354E+03
   295    0.41430E+04    0.81462E+01    0.30765E-01    0.11406E+03
   296    0.41104E+04    0.83156E+01    0.30922E-01    0.11454E+03
   297    0.40777E+04    0.84858E+01    0.31079E-01    0.11500E+03
   298    0.40448E+04    0.86580E+01    0.31236E-01    0.11542E+03
   299    0.40120E+04    0.88310E+01    0.31391E-01    0.11580E+03
   300    0.39790E+04    0.90047E+01    0.31546E-01    0.11614E+03
   301    0.39459E+04    0.91798E+01    0.31700E-01    0.11646E+03
   302    0.39128E+04    0.93556E+01    0.31854E-01    0.11673E+03
   303    0.38797E+04    0.95329E+01    0.32006E-01    0.11697E+03
   304    0.38465E+04    0.97108E+01    0.32158E-01    0.11716E+03
   305    0.38133E+04    0.98895E+01    0.32309E-01    0.11733E+03
   306    0.37800E+04    0.10069E+02    0.32460E-01    0.11746E+03
   307    0.37467E+04    0.10249E+02    0.32610E-01    0.11755E+03
   308    0.37135E+04    0.10430E+02    0.32759E-01    0.11760E+03
   309    0.36803E+04    0.10612E+02    0.32907E-01    0.11762E+03
   310    0.36471E+04    0.10793E+02    0.33054E-01    0.11760E+03
   311    0.36139E+04    0.10976E+02    0.33201E-01    0.11754E+03
   312    0.35808E+04    0.11159E+02    0.33347E-01    0.11745E+03
   313    0.35478E+04    0.11342E+02    0.33493E-01    0.11731E+03
   314    0.35147E+04    0.11526E+02    0.33637E-01    0.11714E+03
   315    0.34818E+04    0.11709E+02    0.33781E-01    0.11693E+03
   316    0.34489E+04    0.11893E+02    0.33924E-01    0.11668E+03
   317    0.34161E+04    0.12077E+02    0.34067E-01    0.11640E+03
   318    0.33835E+04    0.12261E+02    0.34209E-01    0.11608E+03
   319    0.33510E+04    0.12445E+02    0.34350E-01    0.11573E+03
   320    0.33185E+04    0.12629E+02    0.34490E-01    0.11533E+03
   321    0.32862E+04    0.12812E+02    0.34630E-01    0.11490E+03
   322    0.32541E+04    0.12995E+02    0.34769E-01    0.11443E+03
   323    0.32220E+04    0.13178E+02    0.34908E-01    0.11393E+03
   324    0.31902E+04    0.13362E+02    0.35046E-01    0.11339E+03
   325    0.31586E+04    0.13543E+02    0.35183E-01    0.11281E+03
   326    0.31270E+04    0.13725E+02    0.35319E-01    0.11220E+03
   327    0.30957E+04    0.13906E+02    0.35455E-01    0.11154E+03
   328    0.30646E+04    0.14086E+02    0.35591E-01    0.11086E+03
   329    0.30336E+04    0.14267E+02    0.35726E-01    0.11014E+03
   330    0.30029E+04    0.14445E+02    0.35860E-01    0.10938E+03
   331    0.29724E+04    0.14623E+02    0.35993E-01    0.10859E+03
   332    0.29421E+04    0.14800E+02    0.36127E-01    0.10777E+03
   333    0.29120E+04    0.14976E+02    0.36259E-01    0.10691E+03
   334    0.28823E+04    0.15151E+02    0.36391E-01    0.10601E+03
   335    0.28527E+04    0.15325E+02    0.36523E-01    0.10509E+03
   336    0.28234E+04    0.15497E+02    0.36654E-01    0.10412E+03
   337    0.27944E+04    0.15669E+02    0.36784E-01    0.10313E+03
   338    0.27656E+04    0.15838E+02    0.36914E-01    0.10210E+03
   339    0.27372E+04    0.16007E+02    0.37044E-01    0.10104E+03
   340    0.27089E+04    0.16173E+02    0.37173E-01    0.99954E+02
   341    0.26810E+04    0.16339E+02    0.37302E-01    0.98831E+02
   342    0.26534E+04    0.16503E+02    0.37430E-01    0.97679E+02
   343    0.26262E+04    0.16664E+02    0.37558E-01    0.96498E+02
   344    0.25992E+04    0.16825E+02    0.37686E-01    0.95281E+02
   345    0.25725E+04    0.16983E+02    0.37813E-01    0.94036E+02
   346    0.25462E+04    0.17140E+02    0.37940E-01    0.92769E+02
   347    0.25202E+04    0.17294E+02    0.38066E-01    0.91466E+02
   348    0.24945E+04    0.17446E+02    0.38193E-01    0.90134E+02
   349    0.24691E+04    0.17596E+02    0.38319E-01    0.88774E+02
   350    0.24441E+04    0.17744E+02    0.38445E-01    0.87392E+02
   351    0.24195E+04    0.17889E+02    0.38570E-01    0.85982E+02
   352    0.23952E+04    0.18033E+02    0.38695E-01    0.84543E+02
   353    0.23713E+04    0.18173E+02    0.38821E-01    0.83082E+02
   354    0.23478E+04    0.18312E+02    0.38946E-01    0.81593E+02
   355    0.23246E+04    0.18449E+02    0.39070E-01    0.80083E+02
   356    0.23018E+04    0.18582E+02    0.39195E-01    0.78551E+02
   357    0.22795E+04    0.18713E+02    0.39320E-01    0.76998E+02
   358    0.22574E+04    0.18842E+02    0.39444E-01    0.75423E+02
   359    0.22358E+04    0.18967E+02    0.39568E-01    0.73820E+02
   360    0.22146E+04    0.19090E+02    0.39693E-01    0.72203E+02
   361    0.21937E+04    0.19210E+02    0.39817E-01    0.70562E+02
   362    0.21733E+04    0.19327E+02    0.39941E-01    0.68902E+02
   363    0.21533E+04    0.19442E+02    0.40066E-01    0.67222E+02
   364    0.21337E+04    0.19553E+02    0.40190E-01    0.65525E+02
   365    0.21145E+04    0.19661E+02    0.40314E-01    0.63811E+02
   366    0.20957E+04    0.19766E+02    0.40439E-01    0.62079E+02
   367    0.20773E+04    0.19868E+02    0.40563E-01    0.60332E+02
   368    0.20594E+04    0.19966E+02    0.40688E-01    0.58569E+02
   369    0.20419E+04    0.20062E+02    0.40813E-01    0.56791E+02
   370    0.20248E+04    0.20154E+02    0.40938E-01    0.55001E+02
   371    0.20081E+04    0.20243E+02    0.41063E-01    0.53197E+02
   372    0.19918E+04    0.20328E+02    0.41189E-01    0.51381E+02
   373    0.19760E+04    0.20410E+02    0.41314E-01    0.49553E+02
   374    0.19606E+04    0.20490E+02    0.41440E-01    0.47714E+02
   375    0.19456E+04    0.20564E+02    0.41566E-01    0.45866E+02
   376    0.19310E+04    0.20636E+02    0.41693E-01    0.44008E+02
   377    0.19170E+04    0.20705E+02    0.41819E-01    0.42142E+02
   378    0.19033E+04    0.20769E+02    0.41946E-01    0.40268E+02
   379    0.18900E+04    0.20830E+02    0.42074E-01    0.38387E+02
   380    0.18773E+04    0.20886E+02    0.42202E-01    0.36499E+02
   381    0.18649E+04    0.20940E+02    0.42330E-01    0.34606E+02
   382    0.18529E+04    0.20990E+02    0.42459E-01    0.32708E+02
   383    0.18414E+04    0.21036E+02    0.42588E-01    0.30805E+02
   384    0.18304E+04    0.21078E+02    0.42717E-01    0.28900E+02
   385    0.18197E+04    0.21116E+02    0.42847E-01    0.26992E+02
   386    0.18095E+04    0.21151E+02    0.42978E-01    0.25082E+02
   387    0.17997E+04    0.21182E+02    0.43109E-01    0.23172E+02
   388    0.17904E+04    0.21208E+02    0.43241E-01    0.21261E+02
   389    0.17815E+04    0.21231E+02    0.43373E-01    0.19351E+02
   390    0.17730E+04    0.21251E+02    0.43506E-01    0.17442E+02
   391    0.17650E+04    0.21267E+02    0.43639E-01    0.15536E+02
   392    0.17573E+04    0.21278E+02    0.43773E-01    0.13633E+02
   393    0.17501E+04    0.21286E+02    0.43907E-01    0.11733E+02
   394    0.17433E+04    0.21290E+02    0.44043E-01    0.98382E+01
   395    0.17369E+04    0.21290E+02    0.44179E-01    0.79487E+01
   396    0.17310E+04    0.21286E+02    0.44315E-01    0.60653E+01
